Size,1,2,4,8
2000000,1.0,1.8939778840406456,2.9371415329355197,4.199287666694276
4000000,1.0,1.9868740694302953,3.1934630644247113,4.399722354778534
8000000,1.0,1.7488640879014563,3.1945689219893967,4.3556430446194225
16000000,1.0,1.9023006975820935,3.286283474853037,4.248735947643427
