Size,1,2,4,8
2000000,1.0,0.9469889420203228,0.7342853832338799,0.5249109583367845
4000000,1.0,0.9934370347151477,0.7983657661061778,0.5499652943473168
8000000,1.0,0.8744320439507282,0.7986422304973492,0.5444553805774278
16000000,1.0,0.9511503487910468,0.8215708687132592,0.5310919934554283
